Date,Adj Close,Volume
2015-06-22 00:00:00-04:00,28.58041000366211,136157200
2015-06-23 00:00:00-04:00,28.450504302978516,121075600
2015-06-24 00:00:00-04:00,28.692392349243164,221123600
2015-06-25 00:00:00-04:00,28.55577850341797,127752400
2015-06-26 00:00:00-04:00,28.387802124023438,176267200
2015-06-29 00:00:00-04:00,27.89059066772461,196645600
2015-06-30 00:00:00-04:00,28.092159271240234,177482800
2015-07-01 00:00:00-04:00,28.354204177856445,120955200
2015-07-02 00:00:00-04:00,28.318363189697266,108844000
2015-07-06 00:00:00-04:00,28.219818115234375,112241600
2015-07-07 00:00:00-04:00,28.150388717651367,187787200
2015-07-08 00:00:00-04:00,27.451610565185547,243046400
2015-07-09 00:00:00-04:00,26.89169692993164,314380000
2015-07-10 00:00:00-04:00,27.610631942749023,245418000
2015-07-13 00:00:00-04:00,28.143672943115234,165762000
2015-07-14 00:00:00-04:00,28.132476806640625,127072400
2015-07-15 00:00:00-04:00,28.403470993041992,134596800
2015-07-16 00:00:00-04:00,28.7819766998291,144889600
2015-07-17 00:00:00-04:00,29.030590057373047,184658800
2015-07-20 00:00:00-04:00,29.579296112060547,235600800
2015-07-21 00:00:00-04:00,29.283662796020508,307025600
2015-07-22 00:00:00-04:00,28.045133590698242,461802400
2015-07-23 00:00:00-04:00,28.031692504882812,203998000
2015-07-24 00:00:00-04:00,27.883872985839844,168649200
2015-07-27 00:00:00-04:00,27.496402740478516,177822000
2015-07-28 00:00:00-04:00,27.633026123046875,134472400
2015-07-29 00:00:00-04:00,27.54568099975586,148046800
2015-07-30 00:00:00-04:00,27.406824111938477,134513200
2015-07-31 00:00:00-04:00,27.167177200317383,171540000
2015-08-03 00:00:00-04:00,26.526630401611328,279904000
2015-08-04 00:00:00-04:00,25.675559997558594,496554400
2015-08-05 00:00:00-04:00,25.845773696899414,397250400
2015-08-06 00:00:00-04:00,25.902019500732422,211612000
2015-08-07 00:00:00-04:00,25.989755630493164,154681600
2015-08-10 00:00:00-04:00,26.934675216674805,219806400
2015-08-11 00:00:00-04:00,25.53304672241211,388331200
2015-08-12 00:00:00-04:00,25.926767349243164,404870000
2015-08-13 00:00:00-04:00,25.906517028808594,194143200
2015-08-14 00:00:00-04:00,26.088747024536133,171718000
2015-08-17 00:00:00-04:00,26.358732223510742,163538800
2015-08-18 00:00:00-04:00,26.21023941040039,138242800
2015-08-19 00:00:00-04:00,25.87502098083496,193146000
2015-08-20 00:00:00-04:00,25.34406089782715,274006400
2015-08-21 00:00:00-04:00,23.7939453125,513102000
2015-08-24 00:00:00-04:00,23.200002670288086,648825200
2015-08-25 00:00:00-04:00,23.33949089050293,414406400
2015-08-26 00:00:00-04:00,24.67812728881836,387098400
2015-08-27 00:00:00-04:00,25.404804229736328,338464400
2015-08-28 00:00:00-04:00,25.48805046081543,212657600
2015-08-31 00:00:00-04:00,25.36881446838379,224917200
2015-09-01 00:00:00-04:00,24.234907150268555,307383600
2015-09-02 00:00:00-04:00,25.27431869506836,247555200
2015-09-03 00:00:00-04:00,24.83111000061035,212935600
2015-09-04 00:00:00-04:00,24.583629608154297,199985200
2015-09-08 00:00:00-04:00,25.267566680908203,219374400
2015-09-09 00:00:00-04:00,24.781620025634766,340043200
2015-09-10 00:00:00-04:00,25.326065063476562,251571200
2015-09-11 00:00:00-04:00,25.695032119750977,199662000
2015-09-14 00:00:00-04:00,25.94251251220703,233453600
2015-09-15 00:00:00-04:00,26.160743713378906,173364800
2015-09-16 00:00:00-04:00,26.189998626708984,148694000
2015-09-17 00:00:00-04:00,25.629791259765625,256450400
2015-09-18 00:00:00-04:00,25.5240478515625,297141200
2015-09-21 00:00:00-04:00,25.920013427734375,200888000
2015-09-22 00:00:00-04:00,25.512802124023438,201384800
2015-09-23 00:00:00-04:00,25.719783782958984,143026800
2015-09-24 00:00:00-04:00,25.87276840209961,200878000
2015-09-25 00:00:00-04:00,25.807523727416992,224607600
2015-09-28 00:00:00-04:00,25.29681968688965,208436000
2015-09-29 00:00:00-04:00,24.536386489868164,293461600
2015-09-30 00:00:00-04:00,24.81536102294922,265892000
2015-10-01 00:00:00-04:00,24.653379440307617,255716400
2015-10-02 00:00:00-04:00,24.833364486694336,232079200
2015-10-05 00:00:00-04:00,24.92334747314453,208258800
2015-10-06 00:00:00-04:00,25.042591094970703,192787200
2015-10-07 00:00:00-04:00,24.92334747314453,187062400
2015-10-08 00:00:00-04:00,24.635377883911133,247918400
2015-10-09 00:00:00-04:00,25.224830627441406,211064400
2015-10-12 00:00:00-04:00,25.107839584350586,121868800
2015-10-13 00:00:00-04:00,25.150583267211914,132197200
2015-10-14 00:00:00-04:00,24.79511260986328,177849600
2015-10-15 00:00:00-04:00,25.166330337524414,150694000
2015-10-16 00:00:00-04:00,24.981847763061523,156930400
2015-10-19 00:00:00-04:00,25.1370849609375,119036800
2015-10-20 00:00:00-04:00,25.596044540405273,195871200
2015-10-21 00:00:00-04:00,25.593795776367188,167180800
2015-10-22 00:00:00-04:00,25.985261917114258,166616400
2015-10-23 00:00:00-04:00,26.790693283081055,237467600
2015-10-26 00:00:00-04:00,25.93577003479004,265335200
2015-10-27 00:00:00-04:00,25.771528244018555,279537600
2015-10-28 00:00:00-04:00,26.833433151245117,342205600
2015-10-29 00:00:00-04:00,27.116912841796875,204909200
2015-10-30 00:00:00-04:00,26.885183334350586,197461200
2015-11-02 00:00:00-05:00,27.263154983520508,128813200
2015-11-03 00:00:00-05:00,27.575876235961914,182076000
2015-11-04 00:00:00-05:00,27.447633743286133,179544400
2015-11-05 00:00:00-05:00,27.32110595703125,158210800
2015-11-06 00:00:00-05:00,27.352731704711914,132169200
2015-11-09 00:00:00-05:00,27.242019653320312,135485600
2015-11-10 00:00:00-05:00,26.38343620300293,236511600
2015-11-11 00:00:00-05:00,26.23431396484375,180872000
2015-11-12 00:00:00-05:00,26.146196365356445,130102400
